,cur,est,actual,,,,,
2020-02-10,23000,22630.238,23000,369.7617188,369.762,0,0,0
2020-02-11,23000,22738,23400,662,262,-400,0,1
2020-02-12,23400,23064.586,23150,85.4140625,335.414,250,0,0
2020-02-13,23150,22949.86,22900,49.859375,200.14,250,0,0
2020-02-14,22900,22740.69,22900,159.3105469,159.31,0,0,0
2020-02-17,22900,22773.97,22600,173.9707031,126.03,300,0,0
2020-02-18,22600,22565.428,22250,315.4277344,34.572,350,0,0
2020-02-19,22250,22282.182,21950,332.1816406,-32.182,300,1,0
2020-02-20,21950,22043,21350,693,-93,600,1,0
2020-02-21,21350,21403.053,20350,1053.052734,-53.053,1000,1,0
2020-02-24,20350,20502.623,20700,197.3769531,-152.623,-350,0,0
2020-02-25,20700,20560.33,20300,260.3300781,139.67,400,0,0
2020-02-26,20300,20321.252,20400,78.74804688,-21.252,-100,0,0
2020-02-27,20400,20323.238,20050,273.2382813,76.762,350,0,0
2020-02-28,20050,20058.875,19950,108.875,-8.875,100,1,0
2020-03-02,19950,19903.742,20400,496.2578125,46.258,-450,0,1
2020-03-03,20400,20268.176,20500,231.8242188,131.824,-100,0,1
2020-03-04,20500,20320.33,21150,829.6699219,179.67,-650,0,1
2020-03-05,21150,20865.617,20450,415.6171875,284.383,700,0,0
2020-03-06,20450,20444.38,20450,5.619140625,5.62,0,0,0
2020-03-09,20450,20369.973,19750,619.9726563,80.027,700,0,0
2020-03-10,19750,19657.912,19300,357.9121094,92.088,450,0,0
2020-03-11,19300,19410.186,19300,110.1855469,-110.186,0,0,0
2020-03-12,19300,19383.137,17000,2383.136719,-83.137,2300,1,0
2020-03-13,17000,16908.912,16850,58.91210938,91.088,150,0,0
2020-03-16,16850,17202.725,16300,902.7246094,-352.725,550,1,0
2020-03-17,16300,16508.354,14750,1758.353516,-208.354,1550,1,0
2020-03-18,14750,15695.29,12500,3195.290039,-945.29,2250,1,0
2020-03-19,12500,13647.313,13750,102.6865234,-1147.313,-1250,0,0
2020-03-20,13750,13789.793,12050,1739.792969,-39.793,1700,1,0
2020-03-23,12050,12933.505,12800,133.5048828,-883.505,-750,0,0
2020-03-24,12800,13151.599,14150,998.4013672,-351.599,-1350,0,0
2020-03-25,14150,14282.233,14100,182.2333984,-132.233,50,1,0
2020-03-26,14100,14491.488,14750,258.5117188,-391.488,-650,0,0
2020-03-27,14750,14759.349,14800,40.65136719,-9.349,-50,0,0
2020-03-30,14800,14827.254,15300,472.7460938,-27.254,-500,0,0
2020-03-31,15300,15310.595,15200,110.5947266,-10.595,100,1,0
2020-04-01,15200,15331.891,15750,418.109375,-131.891,-550,0,0
2020-04-02,15750,15581.066,15800,218.9335938,168.934,-50,0,1
2020-04-03,15800,15906.478,17050,1143.522461,-106.478,-1250,0,0
2020-04-06,17050,16776.479,17300,523.5214844,273.521,-250,0,1
2020-04-07,17300,17344.205,17550,205.7949219,-44.205,-250,0,0
2020-04-08,17550,17356.387,18100,743.6132813,193.613,-550,0,1
2020-04-09,18100,17752.453,18300,547.546875,347.547,-200,0,1
2020-04-10,18300,17855.031,17850,5.03125,444.969,450,0,0
2020-04-13,17850,17690.25,18200,509.75,159.75,-350,0,1
2020-04-14,18200,17830.574,18000,169.4257813,369.426,200,0,0
2020-04-16,18000,17697.568,18350,652.4316406,302.432,-350,0,1
2020-04-17,18350,18092.283,17950,142.2832031,257.717,400,0,0
2020-04-20,17950,18027.893,17900,127.8925781,-77.893,50,1,0
2020-04-21,17900,18456.23,17800,656.2304688,-556.23,100,1,0
2020-04-22,17800,17546.805,18450,903.1953125,253.195,-650,0,1
2020-04-23,18450,18272.238,18450,177.7617188,177.762,0,0,0
2020-04-24,18450,18625.672,18950,324.328125,-175.672,-500,0,0
2020-04-27,18950,18930.117,19400,469.8828125,19.883,-450,0,1
2020-04-28,19400,19264.371,20700,1435.628906,135.629,-1300,0,1
2020-04-29,20700,20259.05,19100,1159.050781,440.95,1600,0,0
2020-05-04,19100,18999.916,18950,49.91601563,100.084,150,0,0
2020-05-06,18950,18912.441,18950,37.55859375,37.559,0,0,0
2020-05-07,18950,18751.676,19200,448.3242188,198.324,-250,0,1
2020-05-08,19200,19033.896,19200,166.1035156,166.104,0,0,0
2020-05-11,19200,19244.383,18800,444.3828125,-44.383,400,1,0
2020-05-12,18800,18836.61,19150,313.390625,-36.61,-350,0,0
2020-05-13,19150,18913.8,18900,13.80078125,236.2,250,0,0
2020-05-14,18900,18789.988,18900,110.0117188,110.012,0,0,0
2020-05-15,18900,18834.379,19250,415.6210938,65.621,-350,0,1
2020-05-18,19250,19066.256,19400,333.7441406,183.744,-150,0,1
2020-05-19,19400,19287.871,19300,12.12890625,112.129,100,0,0
2020-05-20,19300,19096.496,19650,553.5039063,203.504,-350,0,1
2020-05-21,19650,19366.4,19550,183.5996094,283.6,100,0,0
2020-05-22,19550,19308.717,19600,291.2832031,241.283,-50,0,1
2020-05-25,19600,19441.951,19650,208.0488281,158.049,-50,0,1
2020-05-26,19650,19715.576,20200,484.4238281,-65.576,-550,0,0
2020-05-27,20200,19931.627,20050,118.3730469,268.373,150,0,0
2020-05-28,20050,19942.781,20100,157.21875,107.219,-50,0,1
2020-05-29,20100,19920.316,20400,479.6835938,179.684,-300,0,1
2020-06-01,20400,20211.871,20400,188.1289063,188.129,0,0,0
2020-06-02,20400,20333.842,21050,716.1582031,66.158,-650,0,1
2020-06-03,21050,20933.514,20900,33.51367188,116.486,150,0,0
2020-06-04,20900,20871.703,21200,328.296875,28.297,-300,0,1
2020-06-05,21200,20875.58,22850,1974.419922,324.42,-1650,0,1
2020-06-08,22850,22741.314,28950,6208.685547,108.686,-6100,0,1
2020-06-09,28950,29027.045,27050,1977.044922,-77.045,1900,1,0
2020-06-10,27050,27811.059,25350,2461.058594,-761.059,1700,1,0
2020-06-11,25350,25485.18,24650,835.1796875,-135.18,700,1,0
2020-06-12,24650,24828.018,22450,2378.017578,-178.018,2200,1,0
2020-06-15,22450,23937.084,24000,62.91601563,-1487.084,-1550,0,0
2020-06-16,24000,24555.793,24200,355.7929687,-555.793,-200,0,0
2020-06-17,24200,25297.969,23250,2047.96875,-1097.969,950,1,0
2020-06-18,23250,22834.314,23150,315.6855469,415.686,100,0,0
2020-06-19,23150,23017.01,22700,317.0097656,132.99,450,0,0
2020-06-22,22700,22759.385,23450,690.6152344,-59.385,-750,0,0
2020-06-23,23450,22722.924,23000,277.0761719,727.076,450,0,0
2020-06-24,23000,22853.385,22350,503.3847656,146.615,650,0,0
2020-06-25,22350,21891.871,22000,108.1289063,458.129,350,0,0
2020-06-26,22000,21842.826,21450,392.8261719,157.174,550,0,0
2020-06-29,21450,21686.227,22150,463.7734375,-236.227,-700,0,0
2020-06-30,22150,21937.7,22400,462.3007813,212.3,-250,0,1
2020-07-01,22400,21939.164,22550,610.8359375,460.836,-150,0,1
2020-07-02,22550,22040.4,22500,459.5996094,509.6,50,0,0
2020-07-03,22500,21604.355,23000,1395.644531,895.645,-500,0,1
2020-07-06,23000,21602.393,22800,1197.607422,1397.607,200,0,0
2020-07-07,22800,22385.283,22500,114.7167969,414.717,300,0,0
2020-07-08,22500,22836.828,23350,513.171875,-336.828,-850,0,0
2020-07-09,23350,23281.049,22650,631.0488281,68.951,700,0,0
2020-07-10,22650,22724.4,23350,625.5996094,-74.4,-700,0,0
2020-07-13,23350,22753.088,23550,796.9121094,596.912,-200,0,1
2020-07-14,23550,23131.14,24150,1018.859375,418.86,-600,0,1
2020-07-15,24150,23839.025,23550,289.0253906,310.975,600,0,0
2020-07-16,23550,23540.969,23650,109.03125,9.031,-100,0,1
2020-07-17,23650,23484.953,23550,65.046875,165.047,100,0,0
2020-07-20,23550,23195.37,24000,804.6308594,354.63,-450,0,1
2020-07-21,24000,23673.742,23850,176.2578125,326.258,150,0,0
2020-07-22,23850,23796.994,23250,546.9941406,53.006,600,0,0
2020-07-23,23250,23183.775,22850,333.7753906,66.225,400,0,0
2020-07-24,22850,22713.713,23850,1136.287109,136.287,-1000,0,1
2020-07-27,23850,23578.635,23800,221.3652344,271.365,50,0,0
2020-07-28,23800,23707.34,25750,2042.660156,92.66,-1950,0,1
2020-07-29,25750,26375.11,26200,175.109375,-625.11,-450,0,0
2020-07-30,26200,26037.277,25400,637.2773438,162.723,800,0,0
2020-07-31,25400,25497.29,24550,947.2890625,-97.29,850,1,0
2020-08-03,24550,24556.316,25100,543.6835938,-6.316,-550,0,0
2020-08-04,25100,25177.262,25050,127.2617188,-77.262,50,1,0
2020-08-05,25050,25131.902,25200,68.09765625,-81.902,-150,0,0
2020-08-06,25200,25351.744,24800,551.7441406,-151.744,400,1,0
2020-08-07,24800,24504.604,25500,995.3964844,295.396,-700,0,1
2020-08-10,25500,24895.277,25550,654.7226563,604.723,-50,0,1
2020-08-11,25550,25239.912,26150,910.0878906,310.088,-600,0,1
2020-08-12,26150,25465.941,25850,384.0585937,684.059,300,0,0
2020-08-13,25850,25688.887,26450,761.1132813,161.113,-600,0,1
2020-08-14,26450,26098.768,25650,448.7675781,351.232,800,0,0
2020-08-18,25650,25923.672,25950,26.328125,-273.672,-300,0,0
2020-08-19,25950,25813.676,24700,1113.675781,136.324,1250,0,0
2020-08-20,24700,24968.152,25250,281.8476563,-268.152,-550,0,0
2020-08-21,25250,24878.498,25350,471.5019531,371.502,-100,0,1
2020-08-24,25350,25064.135,26650,1585.865234,285.865,-1300,0,1
2020-08-25,26650,26033.703,26500,466.296875,616.297,150,0,0
2020-08-26,26500,25997.615,26000,2.384765625,502.385,500,0,0
2020-08-27,26000,25668.902,26100,431.0976563,331.098,-100,0,1
2020-08-28,26100,25838.156,27500,1661.84375,261.844,-1400,0,1
2020-08-31,27500,27185.43,27400,214.5703125,314.57,100,0,0
2020-09-01,27400,27105.828,27850,744.171875,294.172,-450,0,1
2020-09-02,27850,27562.652,29500,1937.347656,287.348,-1650,0,1
2020-09-03,29500,28865.434,32200,3334.566406,634.566,-2700,0,1
2020-09-04,32200,31842.26,32100,257.7402344,357.74,100,0,0
2020-09-07,32100,32763.012,30950,1813.011719,-663.012,1150,1,0
2020-09-08,30950,30960.69,30200,760.6894531,-10.69,750,1,0
2020-09-09,30200,30186.314,30150,36.31445313,13.686,50,0,0
2020-09-10,30150,30137.166,28750,1387.166016,12.834,1400,0,0
2020-09-11,28750,29078.658,28000,1078.658203,-328.658,750,1,0
2020-09-14,28000,28391.371,27050,1341.371094,-391.371,950,1,0
2020-09-15,27050,26955.47,27200,244.5292969,94.53,-150,0,1
2020-09-16,27200,26663.152,26900,236.8476563,536.848,300,0,0
2020-09-17,26900,26781.238,26750,31.23828125,118.762,150,0,0
2020-09-18,26750,26299.002,26300,0.998046875,450.998,450,0,0
2020-09-21,26300,26173.79,25100,1073.789063,126.21,1200,0,0
2020-09-22,25100,24750.875,24700,50.875,349.125,400,0,0
2020-09-23,24700,24371.86,24050,321.859375,328.14,650,0,0
2020-09-24,24050,23998.03,23900,98.02929688,51.97,150,0,0
2020-09-25,23900,23635.79,24650,1014.210938,264.21,-750,0,1
2020-09-28,24650,23964.94,25150,1185.060547,685.06,-500,0,1
2020-09-29,25150,24730.266,26500,1769.734375,419.734,-1350,0,1
2020-10-05,26500,25631.148,26250,618.8515625,868.852,250,0,0
2020-10-06,26250,25534.307,26050,515.6933594,715.693,200,0,0
2020-10-07,26050,25486.424,26550,1063.576172,563.576,-500,0,1
2020-10-08,26550,26337.234,27200,862.765625,212.766,-650,0,1
2020-10-12,27200,26980.996,26850,130.9960938,219.004,350,0,0
2020-10-13,26850,26766.98,26650,116.9804688,83.02,200,0,0
2020-10-14,26650,26387.486,26050,337.4863281,262.514,600,0,0
2020-10-15,26050,25874.74,25600,274.7402344,175.26,450,0,0
2020-10-16,25600,25454.293,25150,304.2929688,145.707,450,0,0
2020-10-19,25150,25157.807,25150,7.806640625,-7.807,0,0,0
2020-10-20,25150,24925.78,26400,1474.220703,224.22,-1250,0,1
2020-10-21,26400,25919.582,26450,530.4179688,480.418,-50,0,1
2020-10-22,26450,26074.252,26150,75.74804688,375.748,300,0,0
2020-10-23,26150,25868.906,25550,318.90625,281.094,600,0,0
2020-10-26,25550,25241.156,25450,208.84375,308.844,100,0,0
2020-10-27,25450,25063.52,25500,436.4804688,386.48,-50,0,1
2020-10-28,25500,25041.814,25100,58.18554688,458.186,400,0,0
2020-10-29,25100,24762.871,24050,712.8710938,337.129,1050,0,0
2020-10-30,24050,23985.266,24600,614.734375,64.734,-550,0,1
2020-11-02,24600,24196.04,25250,1053.960938,403.96,-650,0,1
2020-11-03,25250,24907.453,24600,307.453125,342.547,650,0,0
2020-11-04,24600,24674.746,25600,925.2539063,-74.746,-1000,0,0
2020-11-05,25600,25269.543,25450,180.4570313,330.457,150,0,0
2020-11-06,25450,25271.812,26200,928.1875,178.188,-750,0,1
2020-11-09,26200,25746.455,26400,653.5449219,453.545,-200,0,1
2020-11-10,26400,26051.229,26750,698.7714844,348.771,-350,0,1
2020-11-11,26750,26495.865,26150,345.8652344,254.135,600,0,0
2020-11-12,26150,25977.684,26650,672.3164063,172.316,-500,0,1
2020-11-13,26650,26146.018,27050,903.9824219,503.982,-400,0,1
2020-11-16,27050,26892.633,26800,92.6328125,157.367,250,0,0
2020-11-17,26800,26791.584,26950,158.4160156,8.416,-150,0,1
2020-11-18,26950,26743.158,26150,593.1582031,206.842,800,0,0
2020-11-19,26150,26119.959,26150,30.04101563,30.041,0,0,0
2020-11-20,26150,26028.293,26550,521.7070312,121.707,-400,0,1
2020-11-23,26550,26280.896,26800,519.1035156,269.104,-250,0,1
2020-11-24,26800,26649.621,26650,0.37890625,150.379,150,0,0
2020-11-25,26650,26440.758,26450,9.2421875,209.242,200,0,0
2020-11-26,26450,26087.03,26350,262.9707031,362.97,100,0,0
2020-11-27,26350,26028.064,25800,228.0644531,321.936,550,0,0
2020-11-30,25800,25602.865,26100,497.1347656,197.135,-300,0,1
2020-12-01,26100,25690.652,26700,1009.347656,409.348,-600,0,1
2020-12-02,26700,26283.854,26600,316.1464844,416.146,100,0,0
2020-12-03,26600,26210.512,26250,39.48828125,389.488,350,0,0
2020-12-04,26250,26025.066,25900,125.0664063,224.934,350,0,0
2020-12-07,25900,25585.664,25650,64.3359375,314.336,250,0,0
2020-12-08,25650,25413.518,26100,686.4824219,236.482,-450,0,1
2020-12-09,26100,25725.164,25800,74.8359375,374.836,300,0,0
2020-12-10,25800,25586.717,26550,963.2832031,213.283,-750,0,1
2020-12-11,26550,26118.076,26200,81.92382813,431.924,350,0,0
2020-12-14,26200,26104.729,26250,145.2714844,95.271,-50,0,1
2020-12-15,26250,25875.205,26700,824.7949219,374.795,-450,0,1
2020-12-16,26700,26359.725,26550,190.2753906,340.275,150,0,0
2020-12-17,26550,26356.309,26400,43.69140625,193.691,150,0,0
2020-12-18,26400,26253.436,26550,296.5644531,146.564,-150,0,1
2020-12-21,26550,26134.508,26200,65.4921875,415.492,350,0,0
2020-12-22,26200,25969.174,26800,830.8261719,230.826,-600,0,1
2020-12-23,26800,26414.926,27950,1535.074219,385.074,-1150,0,1
2020-12-24,27950,27736.686,27900,163.3144531,213.314,50,0,0
2020-12-28,27900,27766.592,27850,83.40820313,133.408,50,0,0
2020-12-29,27850,27631.572,28300,668.4277344,218.428,-450,0,1
2020-12-30,28300,27759.178,29350,1590.822266,540.822,-1050,0,1
,,,,,,,48,436
